user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
ᗪᑌᗩᑎE ᑎIᑕOᒪ 🌎,"Selkirk, Manitoba",City Manager (CAO). MPA. 🇨🇦 Hiker. Reader. Outside is my jam. I dig politics & history. #Parks🏕️ #cdnmuni🏙️ #AssetManagement #ClimateAction,2009-10-17 01:45:34,1502,2539,22486,False,2020-07-25 11:56:08,"Seriously...Holy sh!t America, I want off this ride. It's not fun anymore. This is toxic. 

#COVID19 #cdnpoli https://t.co/Yg7ZSddc62","['COVID19', 'cdnpoli']",Twitter for Android,False
Dr. Eddy Frank #COVID19Survivor,,"My favorite two words: Just Believe.
Award-winning Sexual Assault Clinician. Part time researcher. Full time clinician.",2013-12-14 22:16:34,6749,6000,5281,False,2020-07-25 11:56:06,"FAQ3: What were your #COVID19 symptoms?

Answer: The earliest suspicion I had regarding COVID19 was two weeks befor… https://t.co/2boGBaO5zs",['COVID19'],Twitter for Android,False
Eimear Brannigan 🇪🇺🇮🇪🇬🇧,,"infection medic, #KeyWorker, #COVIDresponder, #HAI, #IPC and #AMS doc, #NHS, naturalist, observer, logophile, mum, 10K runner, Irish in London",2011-08-07 14:51:44,1088,975,33510,False,2020-07-25 11:56:03,"So good to be sitting out, enjoying one of our pre #COVID19 haunts @chief_coffee #weekend #Chiswick #PandemicRecovery","['COVID19', 'weekend', 'Chiswick', 'PandemicRecovery']",Twitter for iPhone,False
Akinniyi,"Lagos, Nigeria","💼Portfolio 💻@capnetworkmedia @exhibitionaff
🖱⌨ #infotech/ #businessevents/ #WordPressWebsites/ #digitalmarketing/ 
Nigeria's Number1 @FCBayern Fan ⚽MiaSanMia",2010-11-12 06:56:58,919,2169,3574,False,2020-07-25 11:56:03,"@OffiongSpeaks @NipostNgn With everything happening globally.
#COVID19 brought about large profit for logistics bus… https://t.co/fAl3yA1BSI",['COVID19'],Twitter Web App,False
PRProPam Pam Purifoy,"Durham, NC —DETROIT MADE 🎉💯",CEO of PRProMedia. Brand Strategist/Publicist/Thought Leader. Mom of 3 amazing young women. Co-chair of NABJ Media-Related Taskforce #NABJPride❤️,2008-08-24 03:02:45,3874,4955,18608,False,2020-07-25 11:56:02,I’m on my way to @StJosephAME  for the #COVID19 testing event targeting communities of color! It’s from 9 am-1 pm a… https://t.co/3xP0qfqoDE,['COVID19'],Twitter for iPhone,False
Gisele Guenard,Canada,Positive Change Seeker / Client Centered Governance (R) Board Ed./Exec. Coaching / Renaissance woman,2009-09-18 11:50:34,1947,1644,5517,False,2020-07-25 11:55:58,"Doing well, #Ontario ! #COVID19 https://t.co/M9725aZVzD","['Ontario', 'COVID19']",Twitter for Android,False
The New Indian Express,Chennai,"All the tweets for breaking news & views.
Facebook: https://t.co/2JWnDQzN07
YouTube: https://t.co/j6jQDbuEjK",2009-12-05 09:24:55,445257,552,540,True,2020-07-25 11:55:55,Has #COVID19 brought to the fore a kinder India? The New Sunday Express Magazine finds out. There are other reading… https://t.co/uSYaoMCuK3,['COVID19'],Twitter Web App,False
UneekDose,"Indianapolis, IN","UneekDose is your personal pharmacy which sorts your medication by the dose and delivers right to your door. 7345 Woodland Dr Suite A Indianapolis, IN 46278",2018-07-31 22:26:05,217,606,270,False,2020-07-25 11:55:53,"YouTuber Bald and Bankrupt shares his ‘COVID-19 nightmare’ after exploring no-lockdown areas 
#stopcovid19 #covid19… https://t.co/PtNHfFVgoY","['stopcovid19', 'covid19']",Twitter for iPhone,False
Lockdown Lover,Manchester!!!!! whoop whoop,MUFC is my religion !!,2011-01-21 20:46:22,341,1788,105,False,2020-07-25 11:55:52,Good old British common sense you must wear a mask in a shop but the staff won’t wear any !! 🤷🏻‍♂️ good old conside… https://t.co/tCFi52l4kq,,Twitter for iPhone,False
Andrew Morgan📐✏🔨📏 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺,United Kingdom,"Interests: Arts, History, Science, Politics, Amateur Joiner, Carpenter, Cabinet & Furniture Maker. RT's not an endorsement.",2010-08-23 17:52:40,1516,1240,18473,False,2020-07-25 11:55:49,"This makes very grim reading for the #UK economy, because of weight of #COVID19 on top of #Brexit the World may tre… https://t.co/03S1kVssVG","['UK', 'COVID19', 'Brexit']",Twitter for Android,False
Text Trump 88022 ⭐⭐⭐,,American by birth. Marine by choice. Daughter of a King. Catholic,2019-09-09 05:40:16,332,415,5964,False,2020-07-25 11:55:41,#COVID19 #coronavirus #SaturdayMorning #Truth #facecoverings #facemasks #FauciTheFraud #GreatAwakening #Catholic… https://t.co/0daBfMUjQp,"['COVID19', 'coronavirus', 'SaturdayMorning', 'Truth', 'facecoverings', 'facemasks', 'FauciTheFraud', 'GreatAwakening', 'Catholic']",Twitter for Android,False
Slum Dweller🇰🇪🇰🇪,,The Son of the Slum where getting basic needs is not quaranteed. We are the neglected lot.,2012-03-20 14:45:44,703,486,1126,False,2020-07-25 11:55:41,"@cbs_ke @ItsMutai This needs international support now, @JaneMarriottUK @USAmbKenya have you ever questioned how yo… https://t.co/iK4wYt4dpB",,Twitter for Android,False
Olummy,🇳🇬,Active 💯,2019-06-17 00:22:23,266,519,2223,False,2020-07-25 11:55:40,"Them: wrestling is fake bro
Me: You're lying, wrestling is real

😂💔
#alreadyvideo #COVID19 #유타버블 Wizkid Davido https://t.co/IP0kX5W0MH","['alreadyvideo', 'COVID19', '유타버블']",Twitter for Android,False
Sarah Birken,"North Carolina, USA",Assoc Prof @wakeforestmed | co-host @AcaDamesPodcast | she/her/dame,2015-09-25 15:39:50,1975,1492,7855,False,2020-07-25 11:55:38,"For me, that means presenting pretty femme, having a (pre-#COVID19!) pixie cut, wearing makeup when I want, not whe… https://t.co/PGZdjaMWt1",['COVID19'],Twitter for iPhone,False
Luis Rodriguez,South Florida,,2011-03-07 13:48:58,533,1777,14481,False,2020-07-25 11:55:33,And there you have it @NikkiHaley ... any questions??.. I hope you read the entire thread.... thank you… https://t.co/QPrUZBCYlu,,Twitter for Android,False
Dr Tara Quinn-Cirillo,"South East, England",Psychologist specialising in #mentalhealth #autism #learningdisability. Providing Media Consultancy. Advocate of compassion in the face of adversity 🤗,2020-04-02 23:52:46,164,556,473,False,2020-07-25 11:55:28,My new article on mask anxiety. Please share to help those struggling with anxiety over wearing a mask. #mask… https://t.co/a5owXkMbow,['mask'],Twitter for iPhone,False
Dr. Sturg has her head in several books,Elon University,Amanda Sturgill: Researches. Teaches future journalists & analysts. Info on books on the #AltGov and #DetectingDeception at link. Not the useful kind of doctor.,2011-06-02 20:39:31,3186,984,4407,False,2020-07-25 11:55:22,"4/ Take a broader look, without cherry-picking, and you see it was a trend that stretched back quite a bit further.… https://t.co/GIOfFaYQSQ",,Twitter Web App,False
IrishMa,Ireland,#Ireland #Comedy #FenianBranch #Parody Trying to keep the laugh going til normalisation again. A mothers job is 24/7 🤪 #Callthemout,2020-03-17 14:29:02,2419,2062,45940,False,2020-07-25 11:55:16,New overalls 🤣🤣🤣🤣🤣 #COVID19 #SaturdayMotivation https://t.co/Q42sCK0227,"['COVID19', 'SaturdayMotivation']",Twitter for iPhone,False
James,United Kingdom,"Self employed designer 💻 Enjoy a good movie, book, walk, natter. 2021 will be my year! #positive",2018-12-23 15:46:05,55,36,3577,False,2020-07-25 11:55:12,"I wore a face mask in Aldi this morning.

Nothing to do with covid, I was just massively embarrassed to be in there… https://t.co/8BMcpabipv",,Twitter for iPhone,False
Sheree,"London, England","#MassageTherapist  #Mindfulness #Meditation #AdultADHD, #Anxiety, Mum to #ASD son, Armchair #Pyschologist, Exposing #Narcissists, #Aquarius #ENFP, Loves 2 laugh",2009-04-29 18:42:40,536,1017,4791,False,2020-07-25 11:55:09,#obesity means an increased risk of getting severe #COVID19 and hospitalised.  Our @DHSCgovuk &amp; @NHSuk has moderate… https://t.co/esp2EHXpvr,"['obesity', 'COVID19']",Twitter for Android,False
5MinuteConsult,"Philadelphia, PA","Make shared decisions using diagnosis, treatment, & management information written for primary care providers by primary care providers. Part of @WoltersKluwer.",2010-02-10 03:47:03,151,163,87,False,2020-07-25 11:55:06,COVID #Antibodies--Humoral Waning With Time https://t.co/SYNL6xCEpO #COVID19 #coronavirus,"['Antibodies', 'COVID19', 'coronavirus']",Hootsuite Inc.,False
Forbidden Fruit,"Austin, Texas",Keeping Austin Kinky since 1981!,2010-03-03 00:18:13,640,408,2542,False,2020-07-25 11:55:06,"Just because something is important doesn't mean it can't be FUN!
Shop Safely at https://t.co/NaHspUeUP7… https://t.co/i0xiCcwCYn",,Hootsuite Inc.,False
JOSH CEF V. PASCUAL,Pampanga / Tarlac / Makati CBD,GameMaster AsianBanker FinancialPlanner InvestmentSpecialist Leader BoracayLover ProudKapampangan LovingSon CaringSibling LoyalFriend Catholic Gemini Dog 💚💚💚,2010-04-14 10:41:11,1168,472,4489,False,2020-07-25 11:55:05,"#COVID19 Lessons &amp; Realizations:

1. Never Depend on Government Support.

2. Jobs are Temporary.

3. Always Save Mo… https://t.co/zH8Mj0WcBB",['COVID19'],Twitter for iPhone,False
CivicDataLab,India,"Harnessing Data, Tech, Design and Social Science to strengthen the course of Civic Engagements in India. Write to us at: info@civicdatalab.in",2017-07-15 07:37:25,671,0,60,False,2020-07-25 11:55:01,"On social sector spending during #COVID19

""For instance, I don’t think technology in India has matured enough to r… https://t.co/tdkVUgbVDb",['COVID19'],Twitter Web App,False
CivicDataLab,India,"Harnessing Data, Tech, Design and Social Science to strengthen the course of Civic Engagements in India. Write to us at: info@civicdatalab.in",2017-07-15 07:37:25,671,0,60,False,2020-07-25 11:55:01,"LIVE NOW!

Join the panel discussion and the launch of #HimachalPradesh Fiscal Data Explorer. 

Listen to… https://t.co/xAgJQipO5n",['HimachalPradesh'],Twitter Web App,False
International Atomic Energy Agency,"Vienna, Austria","The IAEA is the 🌍's centre for cooperation in the #nuclear field, promoting the safe, secure and peaceful use of nuclear technology.",2009-01-23 08:28:52,125750,2169,2139,True,2020-07-25 11:55:00,"Even during a pandemic, millions of patients still need diagnostic imaging procedures. New IAEA guidelines have bee… https://t.co/PXndSzyXly",,Twitter Media Studio,False
ORF,India,"Non–partisan, independent analyses on security, strategy, economy, development, energy and global governance. We are now on Telegram: https://t.co/A3RdQyd3AU",2010-08-20 11:19:22,73796,154,267,True,2020-07-25 11:55:00,The political cost of #COVID19 running amok is too high for any politician to stake his or her Government on. The b… https://t.co/hxAKWToTGx,['COVID19'],TweetDeck,False
Kyodo News | Japan,"Tokyo, Japan","Breaking news, photos and more from Kyodo News, Japan's leading news agency.
https://t.co/DUffcmyfmv
https://t.co/ZmdBkRYb9c
https://t.co/JU8HEipLLT",2010-09-20 20:44:13,14935,164,23,True,2020-07-25 11:55:00,"Bridal company in western Japan providing free venues, outfits and planning support to couples whose wedding ceremo… https://t.co/vrHA7C6ikH",,TweetDeck,False
Courtney Marlo,"Philadelphia, PA",✝️Romans 8:28 💕Taken 💄Makeup Addict 👗Fashion 🌎Travel 🖥Content Queen🙏🏽Positive Affirmations,2018-10-23 16:08:32,36,200,822,False,2020-07-25 11:55:00,"It really blows my mind how some parents literally do not care, and they can’t wait to send their children back to… https://t.co/LJSBKwPvN8",,Twitter for iPhone,False
The New Indian Express,Chennai,"All the tweets for breaking news & views.
Facebook: https://t.co/2JWnDQzN07
YouTube: https://t.co/j6jQDbuEjK",2009-12-05 09:24:55,445257,552,540,True,2020-07-25 11:55:00,A 22-year-old #COVID19 patient killed himself by jumping from the third floor of AIIMS building in Patna. Up to sev… https://t.co/NM3qgAwT2F,['COVID19'],Twitter Web App,False
Doc MCS 🇮🇳,India,"Ex Indian Army Doctor, Onco-Surgical Pathologist, Stem Cell Therapy Votary, Armchair Mountaineer, TM Enthusiast.. Dead Profile till 2017",2012-08-26 08:28:48,957,826,64106,False,2020-07-25 11:54:59,WA Forward #COVID19 #StayHomeStaySafe 😂😂 https://t.co/QyFxu6wRpA,"['COVID19', 'StayHomeStaySafe']",Twitter for Android,False
Kollywood Street,"Chennai, India","#KollywoodStreet Xclusive Indian Cinema Updates 24×7 News, Photo's, Video's, & More | All Category Movie's Review Site 🎬 For Promotion's Contact To DM 💌",2014-09-03 10:01:28,16417,0,26357,False,2020-07-25 11:54:59,"Actor @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..

While #Vishal 's… https://t.co/Bbs1qi2UEN","['Covid19', 'Vishal']",Twitter for Android,False
Irfan Ahmad,"Göttingen, Germany","Political Anthropologist, Max Planck Institute, Göttingen, Germany; Author, of Religion As Critique, https://t.co/dCcCqT2ca9",2018-04-06 21:20:55,677,5,287,False,2020-07-25 11:54:56,"They live happily, with their secure identity. As it doesn’t affect them, they don’t speak out against it.
Demonizi… https://t.co/JxFYs4e8jl",,Twitter Web App,False
Sanjay Rastogi,"Pimple Soudagar, Haveli","A proud Indian, mechanical engineer, 30+ years in automotive industry, foodie, love traveling, favorite pass time movie & music, enjoy playing Badminton!🤗",2013-09-29 05:27:37,43,125,2693,False,2020-07-25 11:54:55,"@ie_mumbai @IndianExpress @CMOMaharashtra @OfficeofUT 
Even after looking at the status of #maharashtra after 4 mon… https://t.co/kqMkfoCbyt",['maharashtra'],Twitter for iPhone,False
UptergrovePS Parent,"Ramara, Ontario",Dad to 2 students + Married to a #SCDSB Teacher Protecting Ontario’s public school system is a priority. #VexIQ Team #2887D,2012-09-13 13:48:47,292,1312,841,False,2020-07-25 11:54:54,Did @fordnation pass any laws protecting #Ontario's school boards from civil liabilities related to #covid19 illnes… https://t.co/0FbhRPJdp6,"['Ontario', 'covid19']",Twitter for Android,False
Little Ninja UK,London,Children are exposed to five times more #airpollution during the #schoolrun. Highest level on main roads & near #idling vehicles = stunted lung & brain growth😱,2018-03-18 15:34:42,3334,1632,17267,False,2020-07-25 11:54:54,@helenafmckeown @grantshapps @ExtinctionR @rosamund_ElsFdn @Privatecarfree LTNs are not an Emergency Response for t… https://t.co/riHIJhHlJ9,,Twitter Web App,False
Billy Holiday,nj,,2010-10-31 11:34:11,830,724,73472,False,2020-07-25 11:54:54,SIGN @MOMSRISING'S LETTER to your Senator urging them to #savechildcare and extend and expand #paidleaveforall resp… https://t.co/K5M07UTrv8,"['savechildcare', 'paidleaveforall']",Twitter Web App,False
Jan de Jonge,UK - and beyond,Business psychologist/founder @peepbizpsych dad/partner/author/speaker/multi-lingual #development #leadership #personality.     People x Business x Psychology ®,2012-09-25 11:18:08,1562,1949,39895,False,2020-07-25 11:54:51,"Look after yourself. Eat and drink wisely.   #COVID19 #COVIDー19 

""Nourish and flourish"". 

..and go get this App.… https://t.co/9dIoQAox2O","['COVID19', 'COVIDー19']",Twitter Web App,False
Big Al,,Chess & Killer Sudoku Aficionado. Proud Democrat. #RESIST #BLM #FBR 🇺🇸 #NeverTrump #VoteBlue 🧢 #VoteByMail 🗳 #VoteBiden2020 #WallofMoms #WearAMask 😷,2013-10-05 02:29:18,223,831,5135,False,2020-07-25 11:54:45,"@realDonaldTrump Seniors—mothers, fathers, sisters, brothers, aunts, uncles, grandparents, friends, all, so dear to… https://t.co/LJzDBtQU2P",,Twitter for iPhone,False
The Reputation People,"Edinburgh, Scotland","We bring a fresher, more ethical approach to #publicrelations to help control your reputation. Communications Expert of the Year 2020, #EdinburghPrestigeAwards.",2018-07-30 15:12:38,880,1149,392,False,2020-07-25 11:54:44,"A recent survey shared insight into how #Covid19 has impacted #charitycomms in the UK, including a rapid rise in th… https://t.co/w7bo2ss857","['Covid19', 'charitycomms']",SocialPilot.co,False
Sanna Jonkhart,Hilversum area,"Owner Heel Gezonde Mama, Kid's daycare pro, Life Coach, mum of 4. #MECFS warrior (ICC 3)former TV/radio hostess,voiceover, model&singer, spreading awareness 📣",2010-12-21 13:47:08,326,435,2019,False,2020-07-25 11:54:43,It looks like a horrific scene from a #scifymovie but these animals who're on the brink of extinction have their bl… https://t.co/yPz0iJdckJ,['scifymovie'],Twitter for Android,False
Gloria Chin 😷,where ever the sweets are,"Press Sec., @MayorAdler. Former spox @NYCDCA, @NYC_DOT, @NYC_Buildings, & @nyphospital. Columbia 🦁 + Fordham 🐐. Proud native of The Bronx. RTs≠endorsements.",2009-04-30 17:19:51,373,483,5123,False,2020-07-25 11:54:42,Tune in shortly for the latest on #COVID19 in Austin... https://t.co/yaB4TTjrju,['COVID19'],Twitter for Android,False
the black mommy activist,"Baltimore, MD","Award-Winning Radio Host of ""Today with Dr. Kaye"" on WEAA/Afro columnist/College Prof/2019 Essence Woke 100 List/Author/Creator of #BlackCovidStories",2011-07-01 18:59:34,9289,1418,21159,False,2020-07-25 11:54:37,"A #COVID19 math problem
If it took 99 days to Reach ONE Million cases
44 days to reach Two Million 
28 days to Thre… https://t.co/VnVZmUHSbh",['COVID19'],Twitter for iPhone,False
