,senti,text,X,
975,0,"Last week 10,995 people lost their lives in America. 455 of those were #COVID19 related. And only 4 states still cu＃ https://t.co/e4q75PfcxC",9572,
976,0,#COVID19 <U+0001F637>.. and everything else!. <U+0001F926><U+0001F3FB><U+200D>﹦<U+FE0F>   #Ineedabreak <U+0001F92A> https://t.co/Wjkr3fQdC4,9585,
977,0,"@rtrtrt82890702 @the_exception Yes. But how do you know a sneezer doesn't have #COVID19? It's not worth taking the risk, is it?",9610,
978,0,Pre-planning 2- Think about screening before joining the pod. Will everyone in the pod network take a #COVID19 test＃ https://t.co/kDu7l8dE5F,9616,
979,0,600 employees in the Miami-Dade County public school system have already tested positive for #COVID19＃ https://t.co/eTKF4Cl481,9619,
980,0,@Jorgensen4POTUS @realDonaldTrump @JoeBiden The #Republican and #Democrat government just makes things worse.  They＃ https://t.co/sUyP57oDnn,9639,
981,0,Nothing says #COVID19 like seeing @OTGexp selling an open bottle of soda. https://t.co/IGL9HTaInc,9641,
982,0,@no_snob My thoughts on the #coronavirus #COVID19,9664,
983,0,"LIVE BLOG: Thailand plans reopening for long-stay visitors this winter

https://t.co/Nue9ZfFujy via @PhocusWire＃ https://t.co/k6xcISZNMN",9669,
984,0,"Useless eaters time for their culling. #Bilderberg #Clinton #Pelosi 
Don't take the vaccine of fertility.  #Covid19",9674,
985,0,No new locally-transmitted #COVID19 cases reported Saturday across Chinese mainland https://t.co/wpAqCxBfTy https://t.co/J3BqHtCAMo,9684,
986,0,"Follow us on @tiktok_us 
#TikTok #BlackGirlMagic #ShopBlackOwned #coronavirus #COVID19 #Retail #BlackTwitter＃ https://t.co/mzSRtwni7q",9689,
987,0,Todays issue features over 100 #coop #news posts https://t.co/wg5vHYXyz9 Stories collected from: @Bayonaballer #coops #covid19,9695,
988,0,Here comes the #BOOM #COVID19 #pandemic #Plandemic #OpenAmericaNow @POTUS https://t.co/8f1hPvxdXr,9696,
989,0,"I just volunteered for a potential COVID-19 human challenge trial with @1daysooner. 

We need multiple vaccines to＃ https://t.co/5yCZQ3PhfZ",9703,
990,0,This thing is evil... stop turning to him like some expert on anything... he is literally behind everything＃ https://t.co/anrH6PXxPu,9708,
991,0,"#Facebook #KyleRittenhouseisaterrorist #kylerittenhouseisamurderer 
Not only has @POTUS MURDERED 182,000+＃ https://t.co/bFlziLFs4M",9710,
992,0,"@shariatPR @RonaldKlain I am so sorry for your loss 
- yes, those #COVID19 #'s we hear every day are
- friends, fam＃ https://t.co/e4Ub9e4IQo",9714,
993,0,"CDC: ※For 6% of the deaths, COVID19 was the ONLY cause mentioned. ※ The remaining 152,686 #COVID19 deaths had 2-3 a＃ https://t.co/AGuf5ET9OI",9724,
994,0,ORANGE COUNTY FALLS OFF THE WATCHLIST THEN THE WARDEN CHANGES THE RULES. HOW IS THIS NOT TYRANNY＃ https://t.co/iHOWPy9zRF,9732,
995,0,Just as he doesn＊t want you know the truth about #COVID19. This is the authoritarian＊s playbook. https://t.co/Lx3Po8qnTI,9744,
996,0,"Maybe the @DNC should come up with signs that say ""I voted for @realDonaldTrump and all I got was #COVID19"" #TrumpFailedAmerica #TrumpVirus",9747,
997,0,"""My administration will take all necessary steps."" 

Baby steps? Scissor steps? Walk backward until he says ""stop""?＃ https://t.co/zlO36SSPtx",9752,
998,0,"C'mon @DMRegister!

.@IAGovernor and the @IDPH appear to be manipulating #COVID19 data.

Hold these frauds accounta＃ https://t.co/vHhKXs3otC",9763,
999,0,"@GovWhitmer @gretchenwhitmer @dananessel

The REAL reason WHITLER has us locked down.  It is time for her removal.＃ https://t.co/KRGudsGlpK",9788,
1000,0,In the 80s they asked you to put your cigarette out before takeoff.  Now the flights are filled at half capacity an＃ https://t.co/kDYTTcSIh2,9790,
